mssubclass,mszoning,lotfrontage,lotshape,lotconfig,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,exterior1st,exterior2nd,masvnrtype,masvnrarea,exterqual,extercond,foundation,bsmtqual,bsmtcond,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtfintype2,bsmtfinsf2,bsmtunfsf,totalbsmtsf,heatingqc,centralair,electrical,grlivarea,bsmtfullbath,bsmthalfbath,fullbath,halfbath,bedroomabvgr,kitchenqual,totrmsabvgrd,functional,fireplaces,fireplacequ,garagetype,garageyrblt,garagefinish,garagecars,garagearea,garagequal,wooddecksf,openporchsf,enclosedporch,fence,miscfeature,miscval,mosold,yrsold,saletype,salecondition,saleprice,SalePrice Bucket
MSSubClass-50,MSZoning-RL,LotFrontage-77,LotShape-IR1,LotConfig-Inside,Neighborhood-NAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-1.5Fin,OverallQual-6,OverallCond-7,YearBuilt-1962,YearRemodAdd-1981,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Rec,BsmtFinSF1-600,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-312,TotalBsmtSF-912,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1734,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1962,GarageFinish-RFn,GarageCars-2,GarageArea-440,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-GdPrv,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-159000,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-Corner,Neighborhood-NAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-4,OverallCond-4,YearBuilt-1971,YearRemodAdd-1971,RoofStyle-Gable,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-614,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-244,TotalBsmtSF-858,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-858,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-NA,GarageYrBlt-NA,GarageFinish-NA,GarageCars-0,GarageArea-0,GarageQual-NA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-88000,lt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-Inside,Neighborhood-Sawyer,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-5,YearBuilt-1967,YearRemodAdd-1967,RoofStyle-Gable,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-BrkFace,MasVnrArea-31,ExterQual-TA,ExterCond-Gd,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-450,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-432,TotalBsmtSF-882,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-900,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1970,GarageFinish-Unf,GarageCars-1,GarageArea-280,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-MnPrv,MiscFeature-NA,MiscVal-0,MoSold-2,YrSold-2010,SaleType-WD,SaleCondition-Normal,SalePrice-122000,gt_100000
MSSubClass-70,MSZoning-RL,LotFrontage-60,LotShape-Reg,LotConfig-Inside,Neighborhood-BrkSide,Condition1-RRAn,BldgType-1Fam,HouseStyle-2Story,OverallQual-6,OverallCond-7,YearBuilt-1915,YearRemodAdd-2003,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-BrkTil,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-698,TotalBsmtSF-698,HeatingQC-Ex,CentralAir-Y,Electrical-FuseA,GrLivArea-1396,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-2003,GarageFinish-Unf,GarageCars-1,GarageArea-384,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-153575,gt_100000
MSSubClass-60,MSZoning-RL,LotFrontage-120,LotShape-Reg,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-8,OverallCond-5,YearBuilt-2006,YearRemodAdd-2006,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1079,TotalBsmtSF-1079,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1919,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-8,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-2006,GarageFinish-RFn,GarageCars-2,GarageArea-685,GarageQual-Gd,WoodDeckSF-0,OpenPorchSF-51,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2006,SaleType-New,SaleCondition-Partial,SalePrice-233230,gt_200000
MSSubClass-190,MSZoning-RL,LotFrontage-55,LotShape-Reg,LotConfig-Inside,Neighborhood-SWISU,Condition1-Norm,BldgType-2fmCon,HouseStyle-2Story,OverallQual-5,OverallCond-6,YearBuilt-1912,YearRemodAdd-2000,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-Fa,Foundation-PConc,BsmtQual-TA,BsmtCond-Fa,BsmtExposure-No,BsmtFinType1-Rec,BsmtFinSF1-210,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-570,TotalBsmtSF-780,HeatingQC-Ex,CentralAir-N,Electrical-SBrkr,GrLivArea-1716,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-6,KitchenQual-Fa,TotRmsAbvGrd-9,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-NA,GarageYrBlt-NA,GarageFinish-NA,GarageCars-0,GarageArea-0,GarageQual-NA,WoodDeckSF-0,OpenPorchSF-184,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-3,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-135900,gt_100000
MSSubClass-50,MSZoning-RL,LotFrontage-60,LotShape-Reg,LotConfig-Inside,Neighborhood-Edwards,Condition1-Norm,BldgType-1Fam,HouseStyle-1.5Fin,OverallQual-5,OverallCond-4,YearBuilt-1949,YearRemodAdd-2008,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-LwQ,BsmtFinSF1-292,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-476,TotalBsmtSF-768,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-1716,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-1,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-8,Functional-Min2,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1949,GarageFinish-Unf,GarageCars-1,GarageArea-281,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-1,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-131000,gt_100000
MSSubClass-60,MSZoning-RL,LotFrontage-NA,LotShape-IR1,LotConfig-Corner,Neighborhood-NWAmes,Condition1-PosA,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-7,YearBuilt-1977,YearRemodAdd-1994,RoofStyle-Gable,Exterior1st-Plywood,Exterior2nd-Plywood,MasVnrType-BrkFace,MasVnrArea-34,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-ALQ,BsmtFinSF1-795,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-0,TotalBsmtSF-795,HeatingQC-Fa,CentralAir-Y,Electrical-SBrkr,GrLivArea-2263,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-9,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-Attchd,GarageYrBlt-1977,GarageFinish-Fin,GarageCars-2,GarageArea-539,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-250,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-3,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-235000,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-80,LotShape-Reg,LotConfig-Inside,Neighborhood-NAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-6,OverallCond-5,YearBuilt-1953,YearRemodAdd-1953,RoofStyle-Hip,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-Stone,MasVnrArea-238,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-1285,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-131,TotalBsmtSF-1416,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1644,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-2,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1953,GarageFinish-Fin,GarageCars-2,GarageArea-418,GarageQual-TA,WoodDeckSF-110,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-10,YrSold-2009,SaleType-WD,SaleCondition-Normal,SalePrice-167000,gt_100000
MSSubClass-80,MSZoning-RL,LotFrontage-37,LotShape-IR1,LotConfig-CulDSac,Neighborhood-Mitchel,Condition1-Norm,BldgType-1Fam,HouseStyle-SLvl,OverallQual-6,OverallCond-6,YearBuilt-1984,YearRemodAdd-1984,RoofStyle-Gable,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-Av,BsmtFinType1-GLQ,BsmtFinSF1-819,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-184,TotalBsmtSF-1003,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1003,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Detchd,GarageYrBlt-1984,GarageFinish-Unf,GarageCars-2,GarageArea-588,GarageQual-TA,WoodDeckSF-120,OpenPorchSF-0,EnclosedPorch-0,Fence-GdPrv,MiscFeature-NA,MiscVal-0,MoSold-3,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-142500,gt_100000
MSSubClass-50,MSZoning-RM,LotFrontage-75,LotShape-Reg,LotConfig-Inside,Neighborhood-IDOTRR,Condition1-Norm,BldgType-1Fam,HouseStyle-1.5Fin,OverallQual-5,OverallCond-5,YearBuilt-1950,YearRemodAdd-1950,RoofStyle-Gable,Exterior1st-Wd Sdng,Exterior2nd-Wd Sdng,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-420,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-490,TotalBsmtSF-910,HeatingQC-TA,CentralAir-Y,Electrical-FuseA,GrLivArea-1558,BsmtFullBath-0,BsmtHalfBath-0,FullBath-1,HalfBath-1,BedroomAbvGr-4,KitchenQual-TA,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1950,GarageFinish-Unf,GarageCars-1,GarageArea-282,GarageQual-TA,WoodDeckSF-289,OpenPorchSF-0,EnclosedPorch-0,Fence-MnPrv,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-152000,gt_100000
MSSubClass-60,MSZoning-FV,LotFrontage-66,LotShape-IR1,LotConfig-Inside,Neighborhood-Somerst,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-5,YearBuilt-1997,YearRemodAdd-1998,RoofStyle-Hip,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-BrkFace,MasVnrArea-1600,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-BLQ,BsmtFinSF1-649,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-326,TotalBsmtSF-975,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1950,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-Detchd,GarageYrBlt-1997,GarageFinish-RFn,GarageCars-2,GarageArea-576,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-10,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-239000,gt_200000
MSSubClass-60,MSZoning-RL,LotFrontage-90,LotShape-Reg,LotConfig-Inside,Neighborhood-NWAmes,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-6,OverallCond-6,YearBuilt-1968,YearRemodAdd-1968,RoofStyle-Mansard,Exterior1st-HdBoard,Exterior2nd-AsphShn,MasVnrType-BrkFace,MasVnrArea-365,ExterQual-Gd,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-ALQ,BsmtFinSF1-384,BsmtFinType2-Rec,BsmtFinSF2-175,BsmtUnfSF-143,TotalBsmtSF-702,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-1743,BsmtFullBath-0,BsmtHalfBath-1,FullBath-1,HalfBath-2,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-7,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1968,GarageFinish-Unf,GarageCars-2,GarageArea-539,GarageQual-TA,WoodDeckSF-224,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-175000,gt_100000
MSSubClass-20,MSZoning-RL,LotFrontage-80,LotShape-Reg,LotConfig-Inside,Neighborhood-Crawfor,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-6,OverallCond-8,YearBuilt-1950,YearRemodAdd-2004,RoofStyle-Gable,Exterior1st-HdBoard,Exterior2nd-HdBoard,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-Gd,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1092,TotalBsmtSF-1092,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1152,BsmtFullBath-0,BsmtHalfBath-1,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-1,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1950,GarageFinish-Unf,GarageCars-1,GarageArea-300,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-36,EnclosedPorch-0,Fence-GdPrv,MiscFeature-NA,MiscVal-0,MoSold-8,YrSold-2009,SaleType-WD,SaleCondition-Family,SalePrice-158500,gt_100000
MSSubClass-190,MSZoning-RL,LotFrontage-90,LotShape-Reg,LotConfig-Corner,Neighborhood-Crawfor,Condition1-Norm,BldgType-2fmCon,HouseStyle-1Story,OverallQual-5,OverallCond-5,YearBuilt-1953,YearRemodAdd-1953,RoofStyle-Hip,Exterior1st-MetalSd,Exterior2nd-MetalSd,MasVnrType-BrkFace,MasVnrArea-56,ExterQual-TA,ExterCond-TA,Foundation-CBlock,BsmtQual-TA,BsmtCond-TA,BsmtExposure-Mn,BsmtFinType1-BLQ,BsmtFinSF1-841,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-324,TotalBsmtSF-1165,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-1336,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-2,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-2,FireplaceQu-Gd,GarageType-Attchd,GarageYrBlt-1953,GarageFinish-Unf,GarageCars-1,GarageArea-375,GarageQual-TA,WoodDeckSF-0,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-157000,gt_100000
MSSubClass-60,MSZoning-RL,LotFrontage-66,LotShape-IR3,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-2Story,OverallQual-8,OverallCond-5,YearBuilt-1998,YearRemodAdd-1999,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-281,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-747,TotalBsmtSF-1028,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-2452,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-4,KitchenQual-Gd,TotRmsAbvGrd-9,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-BuiltIn,GarageYrBlt-1998,GarageFinish-Fin,GarageCars-2,GarageArea-683,GarageQual-TA,WoodDeckSF-208,OpenPorchSF-50,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-267000,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-118,LotShape-IR1,LotConfig-Corner,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-7,OverallCond-5,YearBuilt-2001,YearRemodAdd-2002,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-BrkFace,MasVnrArea-150,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1541,TotalBsmtSF-1541,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-1541,BsmtFullBath-0,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-6,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-Attchd,GarageYrBlt-2001,GarageFinish-RFn,GarageCars-3,GarageArea-843,GarageQual-TA,WoodDeckSF-468,OpenPorchSF-81,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-1,YrSold-2006,SaleType-WD,SaleCondition-Normal,SalePrice-205000,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-70,LotShape-Reg,LotConfig-Corner,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-5,OverallCond-7,YearBuilt-1972,YearRemodAdd-1972,RoofStyle-Gable,Exterior1st-VinylSd,Exterior2nd-VinylSd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-PConc,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-ALQ,BsmtFinSF1-894,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-0,TotalBsmtSF-894,HeatingQC-TA,CentralAir-Y,Electrical-SBrkr,GrLivArea-894,BsmtFullBath-1,BsmtHalfBath-0,FullBath-1,HalfBath-0,BedroomAbvGr-3,KitchenQual-TA,TotRmsAbvGrd-5,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-1975,GarageFinish-Unf,GarageCars-2,GarageArea-552,GarageQual-TA,WoodDeckSF-256,OpenPorchSF-0,EnclosedPorch-0,Fence-GdWo,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2006,SaleType-WD,SaleCondition-Abnorml,SalePrice-149900,gt_100000
MSSubClass-75,MSZoning-RM,LotFrontage-87,LotShape-Reg,LotConfig-Inside,Neighborhood-OldTown,Condition1-Norm,BldgType-1Fam,HouseStyle-2.5Fin,OverallQual-7,OverallCond-9,YearBuilt-1880,YearRemodAdd-2002,RoofStyle-Gable,Exterior1st-CemntBd,Exterior2nd-CmentBd,MasVnrType-None,MasVnrArea-0,ExterQual-TA,ExterCond-TA,Foundation-BrkTil,BsmtQual-TA,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-Unf,BsmtFinSF1-0,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-1470,TotalBsmtSF-1470,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-3493,BsmtFullBath-0,BsmtHalfBath-0,FullBath-3,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-10,Functional-Typ,Fireplaces-1,FireplaceQu-Ex,GarageType-Attchd,GarageYrBlt-2003,GarageFinish-Unf,GarageCars-3,GarageArea-870,GarageQual-TA,WoodDeckSF-302,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-5,YrSold-2008,SaleType-WD,SaleCondition-Normal,SalePrice-295000,gt_200000
MSSubClass-20,MSZoning-RL,LotFrontage-80,LotShape-Reg,LotConfig-Inside,Neighborhood-CollgCr,Condition1-Norm,BldgType-1Fam,HouseStyle-1Story,OverallQual-8,OverallCond-5,YearBuilt-2004,YearRemodAdd-2005,RoofStyle-Gable,Exterior1st-CemntBd,Exterior2nd-CmentBd,MasVnrType-Stone,MasVnrArea-246,ExterQual-Gd,ExterCond-TA,Foundation-PConc,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-GLQ,BsmtFinSF1-1464,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-536,TotalBsmtSF-2000,HeatingQC-Ex,CentralAir-Y,Electrical-SBrkr,GrLivArea-2000,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-0,BedroomAbvGr-3,KitchenQual-Gd,TotRmsAbvGrd-8,Functional-Typ,Fireplaces-0,FireplaceQu-NA,GarageType-Attchd,GarageYrBlt-2004,GarageFinish-Fin,GarageCars-3,GarageArea-888,GarageQual-TA,WoodDeckSF-168,OpenPorchSF-0,EnclosedPorch-0,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-7,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-305900,gt_300000
MSSubClass-60,MSZoning-RL,LotFrontage-116,LotShape-Reg,LotConfig-Inside,Neighborhood-SawyerW,Condition1-Feedr,BldgType-1Fam,HouseStyle-2Story,OverallQual-7,OverallCond-5,YearBuilt-1990,YearRemodAdd-1991,RoofStyle-Gable,Exterior1st-HdBoard,Exterior2nd-Plywood,MasVnrType-BrkFace,MasVnrArea-246,ExterQual-Gd,ExterCond-TA,Foundation-CBlock,BsmtQual-Gd,BsmtCond-TA,BsmtExposure-No,BsmtFinType1-ALQ,BsmtFinSF1-700,BsmtFinType2-Unf,BsmtFinSF2-0,BsmtUnfSF-0,TotalBsmtSF-700,HeatingQC-Gd,CentralAir-Y,Electrical-SBrkr,GrLivArea-2243,BsmtFullBath-1,BsmtHalfBath-0,FullBath-2,HalfBath-1,BedroomAbvGr-4,KitchenQual-Gd,TotRmsAbvGrd-8,Functional-Typ,Fireplaces-1,FireplaceQu-TA,GarageType-Attchd,GarageYrBlt-1990,GarageFinish-RFn,GarageCars-3,GarageArea-746,GarageQual-TA,WoodDeckSF-127,OpenPorchSF-44,EnclosedPorch-224,Fence-NA,MiscFeature-NA,MiscVal-0,MoSold-6,YrSold-2007,SaleType-WD,SaleCondition-Normal,SalePrice-225000,gt_200000
